tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,ST0098,PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER BLK 39 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,62982284,KY.EY.39@pcf.org.sg,"39,BENDEMEER ROAD,#01-01,MULTI STOREY CAR PARK,330039",330039,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62982284,KY.EY.39@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0078,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 181 (CC),ST,PCF Sparkletots Preschool Limited,CC,63525219,BE.CC.181@pcf.org.sg,"181,BISHAN STREET 13,#01-251,570181",570181,www.pcf.org.sg/sparkletots/,Limited,Available,Available,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,63525219,BE.CC.181@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0070,PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,62782025,KK.EY.79@pcf.org.sg,"79,INDUS ROAD,#01-435,INDUS GARDEN,161079",161079,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62782025,KK.EY.79@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0052,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 305 (CC),ST,PCF Sparkletots Preschool Limited,CC,67799108,BT.CC.305@pcf.org.sg,"305,CLEMENTI  AVENUE 4,#01-399,120305",120305,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67799108,BT.CC.305@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0048,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 404 (CC),ST,PCF Sparkletots Preschool Limited,CC,65641912,JT.CC.404@pcf.org.sg,"404,JURONG WEST STREET 42,#01-575,640404",640404,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,65641912,JT.CC.404@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0031,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC),ST,PCF Sparkletots Preschool Limited,CC,62704688,TB.CC.44@pcf.org.sg,"44,TELOK BLANGAH DRIVE,#01-19,100044",100044,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Limited,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62704688,TB.CC.44@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0006,PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC),ST,PCF Sparkletots Preschool Limited,CC,67676046,CW.CC.183@pcf.org.sg,"183,JELEBU ROAD,#01-38,670183",670183,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67676046,CW.CC.183@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,SK0037,SKOOL4KIDZ PRESCHOOL,SK,Skool4Kidz Pte Ltd,CC,62802272,yckb@skool4kidz.com.sg,"651,ANG MO KIO AVENUE 9,#01-01,YIO CHU KANG BEACON,560651",560651,na,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,62802272,yckb@skool4kidz.com.sg,na
na,SK0007,Skool4Kidz Preschool,SK,Skool4Kidz Pte Ltd,CC,67025608,malarviziekuttaru@skool4kidz.com.sg,"673A,EDGEFIELD PLAINS,#01-593,821673",821673,https://skool4kidz.com.sg/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,2026-03-21,na,67025608,malarviziekuttaru@skool4kidz.com.sg,https://skool4kidz.com.sg/
na,PT9924,Whistle Woods Schoolhouse,PT,Private Operators,CC,68166170,principal@whistlewoods.com,"2A,HINDHEDE ROAD,KAR YENG FIVE DISTRICTS GENERAL ASSOCIATION BUILDING,589239",589239,www.whistlewoods.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,2026-03-21,na,68166170,principal@whistlewoods.com,www.whistlewoods.com
na,PT9703,The Little House (Montessori) Pte Ltd,PT,Private Operators,KN,96825567,tlhmoffice@gmail.com,"6,JALAN KERIA,#00-00,MAYFAIR PARK,588534",588534,www.thelittlehousemontessori.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Limited,na,Chinese,No,08:45-15:30,na,na,No,Yes,Yes,No,2026-03-21,na,96825567,tlhmoffice@gmail.com,www.thelittlehousemontessori.com
na,PT9314,KIDDY UP PTE LTD,PT,Private Operators,CC,81330981,suhan@vivschoolhouse.com,"12,QUEEN STREET,#04-01,HOTEL ROYAL @ QUEENS,188553",188553,www.vivschoolhouse.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,2026-03-21,na,81330981,suhan@vivschoolhouse.com,www.vivschoolhouse.com
TP0040,PT9230,LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,PT,Private Operators,CC,66340828,esther@leapschoolhouse.com.sg,"180,KITCHENER ROAD,#B2-19,CITY SQUARE MALL,208539",208539,na,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-03-21,na,66340828,esther@leapschoolhouse.com.sg,na
na,PT8340,ENFANT EDUCARE PTE LTD,PT,Private Operators,CC,62949686,enfant@singnet.com.sg,"26,Horne Road,#02-00,B H BUILDING,209062",209062,www.enfant.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:30-19:00,na,na,No,No,Yes,Yes,2026-03-21,na,62949686,enfant@singnet.com.sg,www.enfant.com.sg
na,PT8835,STAR LEARNERS @ SENGKANG PTE. LTD.,PT,Private Operators,CC,62500173,info@starlearners.com.sg,"266,COMPASSVALE BOW,#01-04,MULTI STOREY CAR PARK,540266",540266,https://starlearners.com.sg/our-centres/sengkang-compassvale/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-03-20,na,62500173,info@starlearners.com.sg,https://starlearners.com.sg/our-centres/sengkang-compassvale/
na,PT9450,STAR LEARNERS @ BUKIT PANJANG PTE LTD,PT,Private Operators,CC,62500173,INFO@STARLEARNERS.COM.SG,"522,JELAPANG ROAD,#01-301,670522",670522,https://starlearners.com.sg/our-centres/bukit-panjang/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-03-20,na,62500173,INFO@STARLEARNERS.COM.SG,https://starlearners.com.sg/our-centres/bukit-panjang/
na,PT9001,Brighton Montessori Ang Mo Kio (Yio Chu Kang Community Club),PT,Private Operators,CC,64558830,KristalKoh@brightonmontessori.com.sg,"50,ANG MO KIO STREET 61,#04-01,YIO CHU KANG COMMUNITY CLUB,569163",569163,http://www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,2026-03-20,na,64558830,KristalKoh@brightonmontessori.com.sg,http://www.brightonmontessori.com.sg
na,PT8713,NURTURESTARS PTE. LTD.,PT,Private Operators,CC,67550859,nsyishun@nurturestars.sg,"60,YISHUN AVENUE 4,#01-V1,769027",769027,www.nurturestars.sg,Limited,Limited,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-03-19,na,67550859,nsyishun@nurturestars.sg,www.nurturestars.sg
na,WP1108,CARPE DIEM LITTLE GREEN HOUSE PTE. LTD.,EB,E-Bridge Pre-school Pte. Ltd.,CC,81984946,wl@carpediem.com.sg,"11,WOODLANDS CLOSE,#01-33,WOODLANDS 11,737853",737853,https://www.carpediem.com.sg,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-03-19,na,81984946,wl@carpediem.com.sg,https://www.carpediem.com.sg
na,PT9851,Serangoon Garden Methodist Preschool,PT,Private Operators,CC,67139151,kamy.ong@methodistpreschools.org,"202,SERANGOON GARDEN WAY,CHEN SU LAN METHODIST CHILDREN'S HOME,556057",556057,www.methodistpreschools.org,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,2026-03-19,na,67139151,kamy.ong@methodistpreschools.org,www.methodistpreschools.org
na,PT9777,Bedok Methodist Preschool,PT,Private Operators,KN,64458048,enquiry.bmp@methodistpreschools.org,"86,86 Bedok Road,BEDOK METHODIST CHURCH,469371",469371,https://methodistpreschools.org/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Others,Chinese,Yes,08:00-16:00,na,na,No,Yes,Yes,Yes,2026-03-19,na,64458048,enquiry.bmp@methodistpreschools.org,https://methodistpreschools.org/
na,PT9041,SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.),PT,Private Operators,CC,63866048,zahara@sunflowerkid.com,"406,HOUGANG AVENUE 10,#01-1124,530406",530406,www.sunflowerkid.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Limited,Full,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Limited,Full,Full,Full,Full,Full,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-03-19,na,63866048,zahara@sunflowerkid.com,www.sunflowerkid.com
na,PT9229,MINDCHAMPS CHINESE PRESCHOOL@TAMPINES CENTRAL PRIVATE LIMITED,PT,Private Operators,CC,81982417,claytonkhor@mindchamps.org,"3,TAMPINES CENTRAL 1,#03-01,TAMPINES PLAZA 1,529540",529540,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,2026-03-19,na,81982417,claytonkhor@mindchamps.org,na
na,PT9037,Little Greenhouse @ Anchorvale Pte Ltd,PT,Private Operators,CC,92390162,supinah.mastapa@global-eduhub.com,"319C,ANCHORVALE DRIVE,#01-66,543319",543319,https://www.littlegreenhouse.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,2026-03-19,na,91056417,principal.acv@littlegreenhouse.com.sg,https://www.littlegreenhouse.com.sg
na,PT9443,SUPERLAND PRE-SCHOOL @ KACC,PT,Private Operators,CC,62241776,superlandkacc@gmail.com,"28A,KRETA AYER ROAD,#01-04,KRETA AYER COMMUNITY CLUB,088995",088995,www.superland.com.sg,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,2026-03-19,na,62241776,superlandkacc@gmail.com,www.superland.com.sg
na,PT9195,SMI PRESCHOOL PTE. LTD.,PT,Private Operators,CC,65674561,supervisor@smartmontessori.com.sg,"414,PANDAN GARDENS,#01-135,600414",600414,https://www.smartmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,2026-03-18,na,65674561,supervisor@smartmontessori.com.sg,https://www.smartmontessori.com.sg
na,PT5250,KINDERLAND PRESCHOOL,PT,Private Operators,CC,68928892,keswl@kinderland.com.sg,"900,SOUTH WOODLANDS DRIVE,#05-03,WOODLANDS CIVIC CENTRE,730900",730900,www.kinderland.com.sg,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-03-18,na,68928892,keswl@kinderland.com.sg,www.kinderland.com.sg
